"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","Described Value Domain","Role","Variables Qualified","Usage Restrictions","Variable C-Code","Definition","Notes","Examples"
"SDTM v2.0","10","Special-Purpose","SJ","SJUPDES","Description of Unplanned Repro Stage","Char",,"Synonym Qualifier","RSTGCD","Not in human clinical trials",,,"Description of what happened to the subject during an unplanned Repro Stage. Used only if RSTGCD has the value of ""UNPLAN"".",
"SDTM v2.0","1","Special-Purpose","SV","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","SV","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""SV"".",
"SDTM v2.0","3","Special-Purpose","SV","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Special-Purpose","SV","VISITNUM","Visit Number","Num",,"Topic","",,"C83101","An assigned numeric identifier that aligns to the chronological order of a clinical encounter.","Decimal numbering may be useful for inserting unplanned visits. Used for sorting.",
"SDTM v2.0","5","Special-Purpose","SV","VISIT","Visit Name","Char",,"Synonym Qualifier","VISITNUM",,"C171010","The label for a protocol-defined clinical encounter.","May be used in addition to VISITNUM and/or VISITDY.",
"SDTM v2.0","6","Special-Purpose","SV","SVPRESP","Pre-Specified","Char",,"Variable Qualifier","VISITNUM",,,,"An indication that the visit is planned. Values should be ""Y"" or null.",
"SDTM v2.0","7","Special-Purpose","SV","SVOCCUR","Occurrence","Char",,"Record Qualifier","",,,,"An indication as to whether a prespecified (planned) visit has occurred.",
"SDTM v2.0","8","Special-Purpose","SV","SVREASOC","Reason for Occur Value","Char",,"Record Qualifier","",,,,"The reason for the value in SVOCCUR. If SVOCCUR=""N"", SVREASOC is the reason the visit did not occur.",
"SDTM v2.0","9","Special-Purpose","SV","SVCNTMOD","Contact Mode","Char",,"Record Qualifier","",,,,"The way in which the visit or contact was conducted.","""IN PERSON"", ""TELEPHONE"", ""IVRS""."
"SDTM v2.0","10","Special-Purpose","SV","SVEPCHGI","Epi/Pandemic Related Change Indicator","Char",,"Record Qualifier","",,,,"Indicates whether the visit was changed due to an epidemic or pandemic.",
"SDTM v2.0","11","Special-Purpose","SV","VISITDY","Planned Study Day of Visit","Num",,"Timing","",,"C171011","The planned study day of a clinical encounter relative to the sponsor-defined reference start date.","The reference start date is RFSTDTC in Demographics.",
"SDTM v2.0","12","Special-Purpose","SV","SVSTDTC","Start Date/Time of Visit","Char","ISO 8601 datetime or interval","Timing","",,,,"Start date or start date and time for a subject's visit.",
"SDTM v2.0","13","Special-Purpose","SV","SVENDTC","End Date/Time of Visit","Char","ISO 8601 datetime or interval","Timing","",,,,"End date/time of a subject's visit.",
"SDTM v2.0","14","Special-Purpose","SV","SVSTDY","Study Day of Start of Visit","Num",,"Timing","",,,,"Study day of start of visit relative to the sponsor-defined RFSTDTC.",
"SDTM v2.0","15","Special-Purpose","SV","SVENDY","Study Day of End of Visit","Num",,"Timing","",,,,"Study day of end of visit relative to the sponsor-defined RFSTDTC.",
"SDTM v2.0","16","Special-Purpose","SV","SVUPDES","Description of Unplanned Visit","Char",,"Record Qualifier","",,,,"Description of what happened to the subject during an unplanned visit. Null for protocol-defined visits.",
"SDTM v2.0","1","Special-Purpose","SM","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","SM","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""SM"".",
"SDTM v2.0","3","Special-Purpose","SM","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Special-Purpose","SM","SMSEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number given to ensure uniqueness of subject records. Should be assigned to be consistent with chronological order.",
"SDTM v2.0","5","Special-Purpose","SM","MIDS","Disease Milestone Instance Name","Char",,"Topic","",,,,"Name of the specific disease milestone. For disease milestones that can occur multiple times, the name will end with a sequence number.","HYPO1"
"SDTM v2.0","6","Special-Purpose","SM","MIDSTYPE","Disease Milestone Type","Char",,"Record Qualifier","",,,,"The type of disease milestone.","HYPOGLYCEMIC EVENT"
"SDTM v2.0","7","Special-Purpose","SM","SMSTDTC","Start Date/Time of Milestone","Char","ISO 8601 datetime or interval","Timing","",,,,"Start date or start date and time of milestone instance (if milestone is an intervention or event), or date of milestone if the milestone is a finding.",
"SDTM v2.0","8","Special-Purpose","SM","SMENDTC","End Date/Time of Milestone","Char","ISO 8601 datetime or interval","Timing","",,,,"End date/time of disease milestone Instance.",
"SDTM v2.0","9","Special-Purpose","SM","SMSTDY","Study Day of Start of Milestone","Num",,"Timing","",,,,"Study day of start of disease milestone instance, relative to the sponsor-defined RFSTDTC.",
"SDTM v2.0","10","Special-Purpose","SM","SMENDY","Study Day of End of Milestone","Num",,"Timing","",,,,"Study day of end of disease milestone instance, relative to the sponsor-defined RFSTDTC.",
"SDTM v2.0","1","Trial Design","TE","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TE","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TE"".",
"SDTM v2.0","3","Trial Design","TE","ETCD","Element Code","Char",,"Topic","",,,,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",
"SDTM v2.0","4","Trial Design","TE","ELEMENT","Description of Element","Char",,"Synonym Qualifier","ETCD",,,,"The name of the element.",
"SDTM v2.0","5","Trial Design","TE","TESTRL","Rule for Start of Element","Char",,"Rule","",,,,"Expresses the rule for beginning the element.",
"SDTM v2.0","6","Trial Design","TE","TEENRL","Rule for End of Element","Char",,"Rule","",,,,"Expresses the rule for ending the element. Either TEENRL or TEDUR must be present for each element.",
"SDTM v2.0","7","Trial Design","TE","TEDUR","Planned Duration of Element","Char","ISO 8601 duration","Timing","",,,,"Used when the rule for ending the element is applied after a fixed duration.",
"SDTM v2.0","1","Trial Design","TA","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TA","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TA"".",
"SDTM v2.0","3","Trial Design","TA","ARMCD","Planned Arm Code","Char",,"Topic","",,"C83216","A short sequence of characters that represents the planned arm to which the subject was assigned.","ARMCD is limited to 20 characters and does not have special character restrictions.",
"SDTM v2.0","4","Trial Design","TA","ARM","Description of Planned Arm","Char",,"Synonym Qualifier","ARMCD",,"C170984","The name of the planned arm to which the subject was assigned.",,
"SDTM v2.0","5","Trial Design","TA","TAETORD","Planned Order of Element within Arm","Num",,"Timing","",,"C83438","An assigned numeric identifier that gives the planned order of the element within the trial arm of the study.",,
"SDTM v2.0","6","Trial Design","TA","ETCD","Element Code","Char",,"Record Qualifier","",,,,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",
"SDTM v2.0","7","Trial Design","TA","ELEMENT","Description of Element","Char",,"Synonym Qualifier","ETCD",,,,"The name of the element.",
"SDTM v2.0","8","Trial Design","TA","TABRANCH","Branch","Char",,"Rule","",,,,"Condition subjects meet, at a ""branch"" in the trial design at the end of this element, to be included in this arm.","Randomization to DRUG X"
"SDTM v2.0","9","Trial Design","TA","TATRANS","Transition Rule","Char",,"Rule","",,,,"If the trial design allows a subject to transition to an element other than the next element in sequence, then the conditions for transitioning to those other elements, and the alternative element sequences, are specified in this rule.","Responders go to washout"
"SDTM v2.0","10","Trial Design","TA","EPOCH","Epoch","Char",,"Timing","",,"C71738","A time period defined in the protocol with a study-specific purpose.","The epoch associated with the value in ELEMENT and the value in ARMCD.",
"SDTM v2.0","1","Trial Design","TX","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TX","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TX"".",
"SDTM v2.0","3","Trial Design","TX","SETCD","Set Code","Char",,"Identifier","",,,,"Short name of a specific trial set, as defined by the sponsor. Maximum 8 characters. This represents the trial set for which parameters are being submitted.",
"SDTM v2.0","4","Trial Design","TX","SET","Set Description","Char",,"Synonym Qualifier","SETCD",,,,"Long description of a specific trial set, as defined by the sponsor.",
"SDTM v2.0","5","Trial Design","TX","TXSEQ","Sequence Number","Num",,"Identifier","",,,,"Unique number for this record within this dataset.",
"SDTM v2.0","6","Trial Design","TX","TXPARMCD","Trial Set Parameter Short Name","Char",,"Topic","",,,,"Short character value for the trial set parameter described in TXPARM. Maximum 8 characters.",
"SDTM v2.0","7","Trial Design","TX","TXPARM","Trial Set Parameter","Char",,"Synonym Qualifier","TXPARMCD",,,,"Term for the trial set parameter. Maximum 40 characters.",
"SDTM v2.0","8","Trial Design","TX","TXVAL","Trial Set Parameter Value","Char",,"Result Qualifier","",,,,"Value of the trial set parameter. Some parameters may be subject to controlled terminology.","Fed ad libitum or ""Restricted Feeding"" when TXPARM is ""FEEDREG"""
"SDTM v2.0","1","Trial Design","TT","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TT","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","A sequence of characters used by the sponsor to uniquely identify the study.","2-character abbreviation, which must be ""TT"".",
"SDTM v2.0","3","Trial Design","TT","RSTGCD","Repro Stage Code","Char",,"Topic","","Not in human clinical trials",,,"Short name of the repro stage, used for programming and sorting. Maximum 8 characters.",
"SDTM v2.0","4","Trial Design","TT","RSTAGE","Description of Repro Stage","Char",,"Synonym Qualifier","RSTGCD","Not in human clinical trials",,,"The name of the repro stage.",
"SDTM v2.0","5","Trial Design","TT","TTSTRL","Rule for Start of Repro Stage","Char",,"Rule","","Not in human clinical trials",,,"Expresses the rule for beginning the repro stage.",
"SDTM v2.0","6","Trial Design","TT","TTENRL","Rule for End of Repro Stage","Char",,"Rule","","Not in human clinical trials",,,"Expresses the rule for ending the repro stage. Either TTENRL or TTDUR must be present for each repro stage.",
"SDTM v2.0","7","Trial Design","TT","TTDUR","Planned Duration of Repro Stage","Char","ISO 8601 duration","Timing","","Not in human clinical trials",,,"Used when the rule for ending the repro stage is applied after a fixed duration.",
"SDTM v2.0","1","Trial Design","TP","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TP","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TP"".",
"SDTM v2.0","3","Trial Design","TP","RPATHCD","Planned Repro Path Code","Char",,"Topic","","Not in human clinical trials","C170503","A short sequence of characters that represents the planned reproductive path to which the subject was assigned.","Limited to 20 characters. Should be populated in Demographics when repro paths have been defined in this domain.",
"SDTM v2.0","4","Trial Design","TP","RPATH","Description of Planned Repro Path","Char",,"Synonym Qualifier","RPATHCD","Not in human clinical trials",,,"Name of the planned repro path.",
"SDTM v2.0","5","Trial Design","TP","TPSTGORD","Order of Repro Stage within Repro Path","Num",,"Timing","","Not in human clinical trials",,,"Number that gives the planned order of the repro stage within the repro path.",
"SDTM v2.0","6","Trial Design","TP","RSTGCD","Repro Stage Code","Char",,"Topic","","Not in human clinical trials",,,"Short name of the repro stage used for programming and sorting. Maximum 8 characters. The values of RSTGCD used in the Trial Paths dataset must match values for the same repro stage in the Trial Stages dataset.",
"SDTM v2.0","7","Trial Design","TP","RSTAGE","Description of Repro Stage","Char",,"Synonym Qualifier","RSTGCD","Not in human clinical trials",,,"The name of the repro stage.",
"SDTM v2.0","8","Trial Design","TP","TPBRANCH","Branch","Char",,"Rule","","Not in human clinical trials",,,"Conditions subjects meet, occurring at the end of a repro stage, which cause a repro path to branch off from another repro path.",
"SDTM v2.0","9","Trial Design","TP","RPHASE","Repro Phase","Char",,"Timing","","Not in human clinical trials",,,"Name of the reproductive phase with which this repro stage of the repro path is associated.",
"SDTM v2.0","10","Trial Design","TP","RPRFDY","Repro Phase Start Reference Day","Num",,"Timing","","Not in human clinical trials",,,"Sponsor protocol-defined first day of repro phase. Should be zero or 1.",
"SDTM v2.0","1","Trial Design","TV","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TV","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TV"".",
"SDTM v2.0","3","Trial Design","TV","VISITNUM","Visit Number","Num",,"Topic","",,"C83101","An assigned numeric identifier that aligns to the chronological order of a clinical encounter.","Numeric version of VISIT can be used for sorting.",
"SDTM v2.0","4","Trial Design","TV","VISIT","Visit Name","Char",,"Synonym Qualifier","VISITNUM",,"C171010","The label for a protocol-defined clinical encounter.","May be used in addition to VISITNUM and/or VISITDY.",
"SDTM v2.0","5","Trial Design","TV","VISITDY","Planned Study Day of Visit","Num",,"Timing","",,"C171011","The planned study day of a clinical encounter relative to the sponsor-defined reference start date.","Due to its sequential nature can be used for sorting.",
"SDTM v2.0","6","Trial Design","TV","ARMCD","Planned Arm Code","Char",,"Record Qualifier","",,"C83216","A short sequence of characters that represents the planned arm to which the subject was assigned.","ARMCD is limited to 20 characters and does not have special character restrictions. If the timing of visits for a trial does not depend on which Arm a subject is in, then ARMCD should be null.",
"SDTM v2.0","7","Trial Design","TV","ARM","Description of Planned Arm","Char",,"Synonym Qualifier","ARMCD",,"C170984","The name of the planned arm to which the subject was assigned.",,
"SDTM v2.0","8","Trial Design","TV","TVSTRL","Visit Start Rule","Char",,"Rule","",,,,"Rule describing when the visit starts, in relation to the sequence of elements.",
"SDTM v2.0","9","Trial Design","TV","TVENRL","Visit End Rule","Char",,"Rule","",,,,"Rule describing when the visit ends, in relation to the sequence of elements.",
"SDTM v2.0","1","Trial Design","TD","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TD","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TD"".",
"SDTM v2.0","3","Trial Design","TD","TDORDER","Sequence of Planned Assessment Schedule","Num",,"Timing","",,,,"A number given to ensure ordinal sequencing of the planned assessment schedules within a trial.",
"SDTM v2.0","4","Trial Design","TD","TDANCVAR","Anchor Variable Name","Char",,"Timing","",,,,"A reference to the date variable name that provides the start point from which the planned disease assessment schedule is measured. This must be referenced from the ADaM subject-level (ADSL) dataset (e.g., ANCH1DT). \n Note: TDANCVAR is to contain the name of a reference date variable name.",
"SDTM v2.0","5","Trial Design","TD","TDSTOFF","Offset from the Anchor","Char","ISO 8601 duration","Timing","",,,,"A fixed offset from the date provided by the variable referenced in TDANCVAR. This is used when the timing of planned cycles does not start on the exact day referenced in the variable indicated in TDANCVAR. The value of this variable will be a non-negative duration.",
"SDTM v2.0","6","Trial Design","TD","TDTGTPAI","Planned Assessment Interval","Char","ISO 8601 duration","Timing","",,,,"The planned interval between disease assessments.",
"SDTM v2.0","7","Trial Design","TD","TDMINPAI","Planned Assessment Interval Minimum","Char","ISO 8601 duration","Timing","",,,,"The lower limit of the allowed range for the planned interval between disease assessments.",
"SDTM v2.0","8","Trial Design","TD","TDMAXPAI","Planned Assessment Interval Maximum","Char","ISO 8601 duration","Timing","",,,,"The upper limit of the allowed range for the planned interval between disease assessments.",
"SDTM v2.0","9","Trial Design","TD","TDNUMRPT","Maximum Number of Actual Assessments","Num",,"Record Qualifier","",,,,"This variable must represent the maximum number of actual assessments for the analysis that this disease assessment schedule describes. In a trial where the maximum number of assessments is not defined explicitly in the protocol (e.g., assessments occur until death), TDNUMRPT should represent the maximum number of disease assessments that support the efficacy analysis, encountered by any subject across the trial at that point in time.",
"SDTM v2.0","1","Trial Design","TM","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TM","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TM"".",
"SDTM v2.0","3","Trial Design","TM","MIDSTYPE","Disease Milestone Type","Char",,"Topic","",,,,"The type of disease milestone.","HYPOGLYCEMIC EVENT"
"SDTM v2.0","4","Trial Design","TM","TMDEF","Disease Milestone Definition","Char",,"Variable Qualifier","MIDSTYPE",,,,"Definition of the disease milestone.",
"SDTM v2.0","5","Trial Design","TM","TMRPT","Disease Milestone Repetition Indicator","Char",,"Record Qualifier","",,,,"Indicates whether this is a disease milestone that can occur only once (""N"") or one that can occur multiple times (""Y"").",
"SDTM v2.0","1","Trial Design","TI","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TI","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TI"".",
"SDTM v2.0","3","Trial Design","TI","IETESTCD","Inclusion/Exclusion Criterion Short Name","Char",,"Topic","",,,,"Short name IETEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in IETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). IETESTCD cannot contain characters other than letters, numbers, or underscores. The prefix ""IE"" is used to ensure consistency with the IE domain.",
"SDTM v2.0","4","Trial Design","TI","IETEST","Inclusion/Exclusion Criterion","Char",,"Synonym Qualifier","IETESTCD",,,,"Full text of the inclusion or exclusion criterion. The prefix ""IE"" (rather than TI) is used to ensure consistency with the IE domain.",
"SDTM v2.0","5","Trial Design","TI","IECAT","Inclusion/Exclusion Category","Char",,"Grouping Qualifier","",,,,"Used for categorization of the inclusion or exclusion criterion. The prefix ""IE"" (rather than TI) is used to ensure consistency with the IE domain.","""INCLUSION"", ""EXCLUSION"""
"SDTM v2.0","6","Trial Design","TI","IESCAT","Inclusion/Exclusion Subcategory","Char",,"Grouping Qualifier","",,,,"A further categorization of the exception criterion. Can be used to distinguish criteria for a substudy or to categorize major or minor exceptions. The prefix ""IE"" (rather than TI) is used to ensure consistency with the IE domain.","""MAJOR"", ""MINOR"""
"SDTM v2.0","7","Trial Design","TI","TIRL","Inclusion/Exclusion Criterion Rule","Char",,"Rule","",,,,"Rule that expresses the criterion in computer-executable form.",
"SDTM v2.0","8","Trial Design","TI","TIVERS","Protocol Criteria Versions","Char",,"Record Qualifier","",,,,"The number of this version of the inclusion/exclusion criteria. May be omitted if there is only 1 version.",
"SDTM v2.0","1","Trial Design","TS","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","TS","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""TS"".",
"SDTM v2.0","3","Trial Design","TS","TSSEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number to ensure uniqueness within the dataset.",
"SDTM v2.0","4","Trial Design","TS","TSGRPID","Group ID","Char",,"Identifier","",,,,"Used to tie together a group of related records.",
"SDTM v2.0","5","Trial Design","TS","TSPARMCD","Trial Summary Parameter Short Name","Char",,"Topic","",,,,"TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that TSPARMCD will need to serve as variable names.","""AGEMIN"", ""AGEMAX"""
"SDTM v2.0","6","Trial Design","TS","TSPARM","Trial Summary Parameter","Char",,"Synonym Qualifier","TSPARMCD",,,,"Term for the trial summary parameter. The value in TSPARM cannot be longer than 40 characters.","""Planned Minimum Age of Subjects"", ""Planned Maximum Age of Subjects"""
"SDTM v2.0","7","Trial Design","TS","TSVAL","Parameter Value","Char",,"Result Qualifier","",,,,"Value of TSPARM. If TSVAL is null, a value is required for TSVALNF. Text over 200 characters can be added to additional columns TSVAL1-TSVALn.","ASTHMA when TSPARM value is ""Trial Indications"""
"SDTM v2.0","8","Trial Design","TS","TSVALNF","Parameter Null Flavor","Char",,"Result Qualifier","",,,,"Null flavor for the value of TSVAL describing the reason the value is null, to be populated only if TSVAL is null.",
"SDTM v2.0","9","Trial Design","TS","TSVALCD","Parameter Value Code","Char",,"Result Qualifier","","Not in nonclinical trials",,,"Code of the term in TSVAL from the reference terminology cited in TSVCDREF.",
"SDTM v2.0","10","Trial Design","TS","TSVCDREF","Name of the Reference Terminology","Char",,"Result Qualifier","","Not in nonclinical trials",,,"The name of the reference terminology or standard format from which TSVALCD is taken.","""CDISC CT"", ""SNOMED"", ""ISO 8601"""
"SDTM v2.0","11","Trial Design","TS","TSVCDVER","Version of the Reference Terminology","Char",,"Result Qualifier","","Not in nonclinical trials",,,"The version number of the reference terminology cited in TSVCDREF, if applicable.",
"SDTM v2.0","1","Trial Design","AC","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Trial Design","AC","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""AC"".",
"SDTM v2.0","3","Trial Design","AC","ACSEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number given to ensure uniqueness within a dataset. Allows inclusion of multiple records for the same ACPARMCD.",
"SDTM v2.0","4","Trial Design","AC","ACGRPID","Group ID","Char",,"Identifier","",,,,"Used to tie together a group of related records.",
"SDTM v2.0","5","Trial Design","AC","ACPARMCD","Challenge Agent Parameter Short Name","Char",,"Topic","",,,,"ACPARMCD (the companion to ACPARM) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ACPARMCD will need to serve as variable names.",
"SDTM v2.0","6","Trial Design","AC","ACPARM","Challenge Agent Parameter","Char",,"Synonym Qualifier","ACPARMCD",,,,"Term for the challenge agent characterization parameter. The value in ACPARM cannot be longer than 40 characters.",
"SDTM v2.0","7","Trial Design","AC","ACVAL","Parameter Value","Char",,"Result Qualifier","",,,,"Value of ACPARM.",
"SDTM v2.0","8","Trial Design","AC","ACVALU","Parameter Units","Char",,"Variable Qualifier","ACVAL",,,,"Units for the value in ACVAL, if applicable.",
"SDTM v2.0","9","Trial Design","AC","ACVALNF","Parameter Null Flavor","Char",,"Result Qualifier","",,,,"Null flavor for the value of ACPARM, to be populated if and only if ACVAL is null.",
"SDTM v2.0","10","Trial Design","AC","ACVALCD","Parameter Value Code","Char",,"Result Qualifier","",,,,"This is the code of the term in ACVAL.",
"SDTM v2.0","11","Trial Design","AC","ACVCDREF","Name of the Reference Terminology","Char",,"Result Qualifier","",,,,"The name of the reference terminology from which ACVALCD is taken.","""CDISC,"" ""ISO 8601"""
"SDTM v2.0","12","Trial Design","AC","ACVCDVER","Version of the Reference Terminology","Char",,"Result Qualifier","",,,,"The version number of the reference terminology cited in ACVCDREF, if applicable.",
"SDTM v2.0","1","Study Reference","DI","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Study Reference","DI","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""DI"".",
"SDTM v2.0","3","Study Reference","DI","SPDEVID","Sponsor Device Identifier","Char",,"Identifier","",,,,"Sponsor-defined identifier for the device.",
"SDTM v2.0","4","Study Reference","DI","DISEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number given to ensure uniqueness within a parameter within a device (SPDEVID).",
"SDTM v2.0","5","Study Reference","DI","DIPARMCD","Device Identifier Element Short Name","Char",,"Topic","",,,,"Short name of the identifier characteristic of the device.",
"SDTM v2.0","6","Study Reference","DI","DIPARM","Device Identifier Element Name","Char",,"Synonym Qualifier","DIPARMCD",,,,"Name of the identifier characteristic of the device.",
"SDTM v2.0","7","Study Reference","DI","DIVAL","Device Identifier Element Value","Char",,"Result Qualifier","",,,,"Value for the parameter.",
"SDTM v2.0","1","Study Reference","OI","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Study Reference","OI","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""OI"".",
"SDTM v2.0","3","Study Reference","OI","NHOID","Non-Host Organism Identifier","Char",,"Identifier","",,,,"Sponsor-defined identifier for a non-host organism.",
"SDTM v2.0","4","Study Reference","OI","OISEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number given to ensure uniqueness within a parameter within an organism (NHOID).",
"SDTM v2.0","5","Study Reference","OI","OIPARMCD","Non-Host Organism ID Element Short Name","Char",,"Topic","",,,,"Short name of the taxon being described.",
"SDTM v2.0","6","Study Reference","OI","OIPARM","Non-Host Organism ID Element Name","Char",,"Synonym Qualifier","OIPARMCD",,,,"Name of the taxon being described.",
"SDTM v2.0","7","Study Reference","OI","OIVAL","Non-Host Organism ID Element Value","Char",,"Result Qualifier","",,,,"Value for the taxon in OIPARMCD/OIPARM for the organism identified by NHOID.",
"SDTM v2.0","1","Relationship","RELREC","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Relationship","RELREC","RDOMAIN","Related Domain Abbreviation","Char",,"Identifier","",,,,"2-character abbreviation for the domain of the parent record(s).",
"SDTM v2.0","3","Relationship","RELREC","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Relationship","RELREC","APID","Associated Persons Identifier","Char",,"Identifier","",,,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person (see Section 6.3, Pool Definition Dataset, and Section 4, Associated Persons Data).",
"SDTM v2.0","5","Relationship","RELREC","POOLID","Pool Identifier","Char",,"Identifier","",,"C117053","A sequence of characters used to uniquely identify a group of subjects that have been pooled together.",,
"SDTM v2.0","6","Relationship","RELREC","SPDEVID","Sponsor Device Identifier","Char",,"Identifier","",,"C117060","A sequence of characters used by the sponsor to uniquely identify a specific device.",,
"SDTM v2.0","7","Relationship","RELREC","IDVAR","Identifying Variable","Char",,"Identifier","",,,,"Name of the identifying variable in the general-observation-class dataset that identifies the related record(s).","--SEQ and --GRPID"
"SDTM v2.0","8","Relationship","RELREC","IDVARVAL","Identifying Variable Value","Char",,"Identifier","",,,,"Value of identifying variable described in IDVAR. If --SEQ is the variable being used to describe this record, then the value of --SEQ is entered here.",
